id,skills,titles,major
/in/joel-zhang/,['NaN'],"['Lead Server', 'Server', 'Sales Associate', 'Tutor/ Grader']","['Bachelor of Science - BS, Kinesiology and Exercise Science']"
/in/zain-zaidi-02a027168/,"['Educational Technology', 'Educational Technology']","['Information Technology Support Technician', 'Caddie', 'Summer Intern']","[""Bachelor's degree, Information Science - Data Science Track"", 'Highschool Diploma']"
/in/john-luo-abab0a179/,['NaN'],"['Student', 'Software Development Engineer Intern', 'Student Trainee (Computer Science)', 'Guest Researcher']","[""Bachelor's degree, Computer Science""]"
/in/saniyanazeer/,"['Java', 'Java']",['Front End and Back End Developer - Intern'],"[""Bachelor's degree, Computer Science"", 'High School Diploma']"
/in/nicolejenkins28/,"['Human Resources', 'Program Management', 'Microsoft Office', 'Hospitality', 'Nonprofits', 'Management', 'Student Development', 'Community Outreach', 'Hospitality Management', 'Conferences', 'Conference Management', 'Troubleshooting', 'Events', 'Event Management', 'Program Development', 'Program Evaluation', 'Coordination', 'Program Management Professional', 'Travel Management', 'Purchase Management', 'Applicant Tracking Systems', 'PeopleAdmin', 'Leadership', 'Nonprofit Organizations', 'Human Resources', 'Program Management', 'Hospitality', 'Nonprofits', 'Student Development', 'Community Outreach', 'Hospitality Management', 'Conference Management', 'Troubleshooting', 'Event Management', 'Program Development', 'Program Evaluation', 'Program Management Professional', 'Travel Management', 'Purchase Management', 'PeopleAdmin', 'Nonprofit Organizations', 'Microsoft Office', 'Applicant Tracking Systems', 'Management', 'Leadership', 'Conferences', 'Events']","['University of Maryland', 'University of Maryland', 'University of Maryland']","['Certificate , Hospitality and Tourism Management', 'Master of Business Administration (M.B.A.)', 'Master of Science (M.S.), Management: Human Resources']"
/in/daniel-arndt-1b410899/,"['Microsoft Office', 'PowerPoint', 'Matlab', 'Microsoft Word', 'Microsoft Excel', 'Research', 'Public Speaking', 'Engineering', 'Research', 'Engineering', 'Microsoft Office', 'PowerPoint', 'Matlab', 'Microsoft Word', 'Microsoft Excel', 'Public Speaking']","['Process Engineer', 'Process Engineer', 'Plant Engineer', 'Process Engineer', 'Process Engineer', 'Undergraduate Teaching Fellow for Chemical Engineering Thermodynamics (CHBE 301 and CHBE 302)', 'Engineering Intern', 'Student Trainee (Engineering Technician)']","[""Bachelor's degree, Chemical Engineering""]"
/in/parthnanvani/,"['SQL', 'Tableau', 'Python (Programming Language)', 'Data Structures', 'Artificial Intelligence (AI)', 'Deep Learning', 'Machine Learning', 'Data Visualization', 'Risk Management', 'C++', 'C (Programming Language)', 'LAMP', 'HTML', 'Cascading Style Sheets (CSS)', 'Microsoft Office', 'Microsoft Word', 'Microsoft PowerPoint', 'Data Structures', 'Artificial Intelligence (AI)', 'Deep Learning', 'Machine Learning', 'Data Visualization', 'Risk Management', 'Time Management', 'Database Management System (DBMS)', 'SQL', 'Tableau', 'Python (Programming Language)', 'C++', 'C (Programming Language)', 'LAMP', 'HTML', 'Cascading Style Sheets (CSS)', 'Microsoft Office', 'Microsoft Word', 'Microsoft PowerPoint', 'Teamwork', 'Communication', 'Leadership', 'Organization Skills', 'Critical Thinking', 'Decision-Making']","['ElasticRun', 'ElasticRun']","['Master of Science - MS, Information Systems', 'Bachelor of Technology - BTech, Computer Engineering', 'HSC']"
/in/joshua-yu-694010106/,"['C++', 'Computer Vision', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint', 'Customer Service', 'Computer Vision', 'Customer Service', 'C++', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint']","['Software Engineer', 'Software Engineering Intern', 'Engineering Intern']","['Master of Science - MS, Computer Science', 'Bachelor’s Degree, Electrical and Electronics Engineering']"
/in/luke-groom-pe-134726a9/,"['AutoCAD', 'Public Speaking', 'AutoCAD', 'Public Speaking']","['Project Engineer', 'Project Engineer II', 'Civil Engineer', 'Intern']","['Bachelor of Science (B.S.), Civil Engineering']"
/in/matthew-tan-2283a4220/,['NaN'],['NaN'],"['Information Science, Data Processing and Data Processing Technology/Technician']"
/in/ezra-bregin-a9732718a/,"['Matlab', 'SolidWorks', '3D Printing', '3D Printing', 'Matlab', 'SolidWorks']","['President', 'Undergraduate Researcher', 'Summer Intern', 'Aerostructures Team Lead', 'Undergraduate Researcher']","[""Bachelor's degree, Physics"", ""Bachelor's degree, Aerospace Engineering""]"
/in/divyangmago/,"['Java', 'Agile Methodologies', 'DevOps', 'Oracle', 'JavaScript', 'Software Engineering', 'Microsoft SQL Server', 'Databases', 'Scrum', 'Database Design', 'SQL', 'Agile Methodologies', 'DevOps', 'Software Engineering', 'Scrum', 'Database Design', 'Object Oriented Design', 'SDLC', 'Software Development', 'Java', 'Oracle', 'JavaScript', 'Microsoft SQL Server', 'Databases', 'SQL', 'JIRA', 'C#']","['Senior Software Engineer', 'Senior Software Engineer', 'Software Engineer/Scrum Master', 'Software Engineer', 'Software Engineer', 'Software Engineering Co-Op', 'Junior Programmer (Intern)']","['Master of Science (M.S.), Systems Engineering', 'Bachelor of Science (B.S.), Computer Engineering']"
/in/dagmawi-abebe-8278a7195/,['NaN'],['NaN'],"['Bachelor of Engineering - BE, Mechanical Engineering']"
/in/alex-lee-50636022/,"['Financial Analysis', 'Management Consulting', 'Financial Reporting', 'Auditing', 'Internal Controls', 'Business Process Improvement', 'Program Management', 'Risk Management', 'Due Diligence', 'Managerial Finance', 'Research', 'Accounting', 'Finance', 'Corporate Finance', 'Financial Analysis', 'Management Consulting', 'Financial Reporting', 'Auditing', 'Internal Controls', 'Business Process Improvement', 'Program Management', 'Risk Management', 'Due Diligence', 'Managerial Finance', 'Research', 'Accounting', 'Finance', 'Corporate Finance', 'Public Speaking', 'Management']","['Associate', 'Manager', 'Vice President Of Finance And Operations', 'Senior Policy Analyst', 'Assistant Director for Compliance', 'Senior Consultant', 'Senior Associate']","['Bachelor of Science, Accounting', 'Bachelor of Science, Finance']"
/in/abraham-white/,"['Data Analysis', 'Python (Programming Language)', 'Tableau', 'SQL', 'Data Analytics', 'Neural Networks', 'Object-Oriented Programming (OOP)', 'Research', 'Data Visualization', 'Data Science', 'Environmental Justice', 'Natural Language Processing (NLP)', 'Data Analysis', 'Data Analytics', 'Neural Networks', 'Object-Oriented Programming (OOP)', 'Research', 'Data Visualization', 'Data Science', 'Environmental Justice', 'Natural Language Processing (NLP)', 'Python (Programming Language)', 'Tableau', 'SQL']","['Global Economy and Development Research Intern<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">', 'Anthropology and Data Science Student Researcher', 'iConsultancy Team Project Lead', 'Virtual Student Federal Service, Data Science Intern', 'Center for Securing the Homeland, Data Analytics Intern', 'College of Information Studies, Teaching Assistant', 'The Center for Community Engagement, Environmental Justice, and Public Health, Student Researcher', 'Data Scientist Intern', 'Business Operations Intern', 'Product Management Intern', 'Property Maintenance, Inventory, and Management Intern<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">']","[""Bachelor's of Science, Information Science: Data Science""]"
/in/godfirst-ihuoma-5943891b3/,58,"['Project Engineer', 'Production Worker', 'Project Manager']","['Bachelor of Arts - BA, Architecture']"
/in/aneeka-patel-aa16501b8/,59,"['Undergraduate Teaching Assistant', 'Sales Associate']","['Computer Engineering, Computer Software Engineering']"
/in/nathanbezualem/,"['Java', 'Algorithms', 'Object-Oriented Programming (OOP)', 'Data Structures', 'Algorithms', 'Object-Oriented Programming (OOP)', 'Data Structures', 'Java']","['Incoming Software Development Engineering Intern @ Amazon', 'Machine Learning Intern', 'Information Technology Laboratory Intern', 'Learning Assistant']","['Bachelor of Science - BS, Computer Science ']"
/in/mike-zybrick/,"['Matlab', 'Microsoft Office', 'Chemical Engineering', 'Engineering', 'Energy', 'Data Analysis', 'Microsoft Excel', 'Chemistry', 'PowerPoint', 'Technical Writing', 'Hazardous Waste Management', 'Public Speaking', 'ChemCAD', 'Simulations', 'Heat Transfer', 'Electrochemistry', 'Management', 'Financial Accounting', 'Chemical Engineering', 'Engineering', 'Energy', 'Data Analysis', 'Chemistry', 'Technical Writing', 'Hazardous Waste Management', 'Simulations', 'Heat Transfer', 'Electrochemistry', 'Financial Accounting', 'Equity Research Analysis', 'Matlab', 'Microsoft Office', 'Microsoft Excel', 'PowerPoint', 'ChemCAD', 'Public Speaking', 'Management']","['Northrop Grumman', 'Northrop Grumman']","['Master of Business Administration (MBA)', 'Master of Finance', 'Bachelor of Science (B.S.), Chemical Engineering']"
/in/mary-monroe-b75b9b1a5/,62,"['University of Maryland', 'University of Maryland']","['Bachelor of Science - BS, Mathematics and Computer Science', 'Bachelor of Science - BS, Mathematics']"
/in/jordan-dantzler/,"['Public Speaking', 'Microsoft Office', 'PowerPoint', 'Customer Service', 'Leadership', 'Microsoft Word', 'Sports', 'Project Management', 'Research', 'Microsoft Excel', 'Management', 'Matlab', 'Microsoft PowerPoint', 'Strategic Planning', 'Event Planning', 'Social Media', 'Customer Service', 'Sports', 'Project Management', 'Research', 'Event Planning', 'Social Media', 'Microsoft Office', 'PowerPoint', 'Microsoft Word', 'Microsoft Excel', 'Matlab', 'Microsoft PowerPoint', 'Public Speaking', 'Leadership', 'Management', 'Strategic Planning']","['Accenture', 'Accenture']","['Master of Science - MS, Business Analytics', ""Bachelor's Degree, Mechanical Engineering""]"
/in/allison-hishmeh/,"['Public Speaking', 'Government Contracting', 'Mobile Device Management', 'Entrepreneurship', 'Information Security', 'Project Management', 'Proposal Writing', 'Report Writing', 'Online Marketing', 'Child Development', 'WordPress', 'Microsoft Office', 'Team Leadership', 'Sports Coaching', 'Big Data Analytics', 'Government Contracting', 'Mobile Device Management', 'Entrepreneurship', 'Information Security', 'Project Management', 'Proposal Writing', 'Report Writing', 'Online Marketing', 'Child Development', 'Sports Coaching', 'Big Data Analytics', 'IT Security Operations', 'Data Analytics', 'WordPress', 'Microsoft Office', 'Public Speaking', 'Team Leadership', 'Leadership']","['President, Los Angeles Network UMD Alumni Association', 'Member', 'Community Volunteer', 'Volunteer', 'Pro Bono Salesforce Consulting Services', 'Volunteer Staff<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">', 'Team Coordinator', 'Volunteer', 'Youth Sports Coach', 'Youth Basketball Coach', 'USG Student Ambassadors Program', 'Head Volleyball Coach', 'Fundraising Assistant']","['Master of Business Administration - MBA', 'Entrepreneurship in Emerging Economies Course', 'Minor: Technology Entrepreneurship']"
/in/william-l-ju/,"['Java', 'Python (Programming Language)', 'Leadership', 'C', 'Ruby', 'Microsoft Excel', 'Chinese', 'Facial Recognition', 'Facial Recognition', 'Java', 'Python (Programming Language)', 'C', 'Ruby', 'Microsoft Excel', 'Leadership', 'Chinese']","['Software Engineer', 'Team Lead', 'Vice President External Affairs']","['Bachelor of Science - BS, Computer Science', 'High School Diploma']"
/in/michael-wittner-559962101/,"['Web Development', 'Social Media', 'CSS', 'Java', 'JavaScript', 'Microsoft Excel', 'Microsoft Office', 'Public Speaking', 'Web Development', 'Social Media', 'CSS', 'Java', 'JavaScript', 'Microsoft Excel', 'Microsoft Office', 'Public Speaking']","['Capability Development Specialist<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">', 'Founder', 'Technology Advisor', 'Co-Founder - Technology', 'Software Security Engineer', 'Founder and CEO', 'Software Engineer', 'Software Engineer Co-Op', 'President', 'Director of Events', 'Vice President of Technology', 'IT Specialist', 'Marketing and Web Development Intern', 'Web Developer']","['Master of Engineering - MEng, Cyber Security', 'Bachelor of Science - BS, Computer Science', 'High School']"
/in/dean-villanueva-91ab174/,"['Telecommunications', 'Project Management', 'SDLC', 'PMP', 'Business Analysis', 'Vendor Management', 'Requirements Analysis', 'Integration', 'Enterprise Software', 'Management', 'Enterprise Architecture', 'Visio', 'Requirements Gathering', 'Software Documentation', 'Data Center', 'Managed Services', 'Team Leadership', 'Testing', 'Business Requirements', 'Business Process', 'Telecommunications', 'Project Management', 'SDLC', 'PMP', 'Business Analysis', 'Vendor Management', 'Requirements Analysis', 'Integration', 'Enterprise Architecture', 'Requirements Gathering', 'Software Documentation', 'Data Center', 'Managed Services', 'Testing', 'Business Requirements', 'Business Process', 'ITIL', 'Software Development Life Cycle (SDLC)', 'Information Technology', 'Project Portfolio Management', 'Enterprise Software', 'Visio', 'Management', 'Team Leadership']","['Task Lead and Support Coordinator<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">', 'Sr. Program Manager Analyst', 'Sr. Business Analyst', 'Senior Program Manager Advisor/Consultant', 'PMO Project Manager', 'PMO Project Manager', 'Computer Consultant']","['Bachelor of Science (B.S.), ComSci / IT']"
/in/alexander-bratchie-939920b9/,"['Microsoft Office', 'AutoCAD', 'MicroStation', 'Microsoft Office', 'AutoCAD', 'MicroStation']","['Engineering Specialist', 'Highway Designer', 'Transportation Intern', 'Transportation Engineering Intern', 'Transportation Engineering Intern']","['Master of Science - MS, Civil Engineering', 'Bachelor of Science - BS, Civil Engineering']"
/in/richard-zha-b83546222/,"['Java', 'Python (Programming Language)', 'Scientific Computing', 'Data Collection', 'Scientific Computing', 'Data Collection', 'Java', 'Python (Programming Language)']",['Junior Analyst'],"[""Bachelor's degree, Computer Science""]"
/in/arthur-zavadsky-aa4492117/,"['Recruiting', 'Staffing Services', 'Human Resources', 'Temporary Placement', 'Interviews', 'Interviewing', 'Leadership', 'Recruiting', 'Staffing Services', 'Human Resources', 'Temporary Placement', 'Interviews', 'Interviewing', 'Leadership']","['NOVAVAX INC', 'NOVAVAX INC', 'NOVAVAX INC', 'NOVAVAX INC', 'NOVAVAX INC']","[""Bachelor's Degree, Criminology""]"
/in/paulos-elias-48623315a/,"['Leadership', 'Leadership']","['Ad Operations Specialist', 'Associate Consultant Intern<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">', 'Data Analyst Intern', 'Referee', 'Lifeguard']","['Management Information Systems, General']"
/in/nicolesabatelli/,"['Data Analysis', 'Microsoft Office', 'Problem Solving', 'Quality Control', 'Biomedical Engineering', 'Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Jira', 'R', 'Laboratory Information Management System (LIMS)', 'Standard Operating Procedure (SOP)', 'Analytical Skills', 'Troubleshooting', 'Cancer Genomics', 'Statistics', 'Validation', 'Internal Investigations', 'LIMS', 'Data Analysis', 'Quality Control', 'Biomedical Engineering', 'Standard Operating Procedure (SOP)', 'Troubleshooting', 'Cancer Genomics', 'Statistics', 'Validation', 'Internal Investigations', 'Change Control', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Jira', 'R', 'Laboratory Information Management System (LIMS)', 'LIMS', 'Problem Solving', 'Analytical Skills']","['Quality Specialist II', 'Quality Assurance Specialist', 'Quality Assurance Associate I - Operations', 'Genomic Analyst', 'Medical Assistant', 'Bioengineer', 'Undergraduate Researcher', 'Undergraduate Research Fellow', 'Teaching Assistant']","['Bachelor of Science - BS, Bioengineering and Biomedical Engineering']"
/in/jackelineaguirre/,['NaN'],"['Graduate Assistant', 'Keyholder', 'Intern', 'Hostess, Server, Barista', 'Intern']","['Master of Public Policy', 'Bachelor of Science in Information Science, Digital Curation']"
/in/amira-bailey-069534230/,"['Networking', 'Writing', 'Communication', 'Customer Service', 'Legislative Relations', 'Leadership', 'Student Government', 'Networking', 'Customer Service', 'Legislative Relations', 'Student Government', 'Writing', 'Communication', 'Leadership']","['Community Assistant', 'Store Stocker']",74
/in/darian-irannejad-296068178/,"['Sales', 'Sales']","['Data &amp; Analytics', 'Project Manager Intern', 'Host', 'Cyber Security Specialist']","[""Bachelor's degree, Information Science""]"
/in/shwetha-sanjeev/,76,"['GE Healthcare', 'GE Healthcare']","['Master of Science - MS, Information Science/Studies', 'Bachelor of Engineering, Computer Science', 'Computer Science']"
/in/purvi-lalwani-a905321a/,"['Databases', 'Business Analysis', 'Software Development', 'SQL', 'Microsoft SQL Server', 'Data Modeling', 'Requirements Analysis', 'SDLC', 'XML', 'PL/SQL', 'Data Warehousing', 'T-SQL', 'SSRS', 'Business Analysis', 'Software Development', 'Data Modeling', 'Requirements Analysis', 'SDLC', 'Data Warehousing', 'Data Analysis', 'Databases', 'SQL', 'Microsoft SQL Server', 'XML', 'PL/SQL', 'T-SQL', 'SSRS', 'Analytical Skills']","['REI Systems', 'REI Systems', 'REI Systems']","['Masters, Information Management', ""Bachelor's degree, Computer Engineering""]"
/in/rajit-mukhopadhyay-67737a19a/,"['Writing', 'Editing', 'Research', 'Editing', 'Research', 'Writing']","['Silver Chips Online', 'Silver Chips Online']","['Bachelor of Engineering - BE, Computer Engineering', 'High School']"
/in/cartercavalier/,"['Data Analysis', 'Python (Programming Language)', 'Software Development', 'Software', 'SQL', 'Data Analysis', 'Software Development', 'Software', 'Python (Programming Language)', 'SQL']","['Associate Software Engineer (Intern)', 'Associate Software Engineer (Intern)']",['Information Science ']
/in/van-jessica-le/,"['Communication', 'Organization Skills', 'Communication', 'Organization Skills']","['Open Data Intern', 'Community Team - Hackathon Organizer', 'Teaching Ambassador - Maryland Center for Women in Computing (MCWIC)', 'Academic Resource Chair', 'Software Engineer Intern', 'Web Developer', 'Brand Team - Hackathon Organizer', 'Software Engineering Virtual Experience', 'Sophomore Edge Program - Software Engineering Track', 'Data Analytics Summer Intern', 'Software QA Engineering Intern', 'Ambassador Coordinator', 'Waitress', 'Soccer Coach']","[""Bachelor's degree, Computer Science"", 'High School Diploma']"
/in/leenchoo-chawaka/,"['Leadership', 'Leadership']","['Montgomery College', 'Montgomery College', 'Montgomery College']","['Computer Science , Computer Science', ""Associate's degree"", 'High School , High School']"
/in/laurenmfrost/,"['Strong Communication Skills', 'Writing &amp;Journalism', 'Demonstrated Leadership Ability', 'Social Media', 'Writing', 'Editing', 'Storytelling', 'Video &amp; Media Production', 'Community Activism', 'Microsoft Office', 'Photography', 'Social Media', 'Editing', 'Storytelling', 'Photography', 'Microsoft Office', 'Strong Communication Skills', 'Writing']","['Student Teacher', 'Junior Election judge', 'Assistant Teacher', 'Volunteer Coach']","['Bachelor of Arts - BA, Mass Communication/Media Studies and Government and Politics', 'Design, Cultures and Creativity Honors Citation']"
/in/sruthi-rajarajan/,"['Java', 'C (Programming Language)', 'Biotechnology', 'Biotechnology', 'Java', 'C (Programming Language)']","['Software Engineer Intern', 'Research And Development Associate I/II']","['Bachelor of Science - BS, Computer Science', 'International Baccalaureate Diploma', 'Bachelor of Science - BS, Bioengineering']"
/in/marcia-main/,"['IT Audit', 'Management', 'Sarbanes-Oxley Act', 'Risk Management', 'Program Management', 'Strategy', 'Information Technology', 'Consulting', 'ISO 27001', 'Leadership', 'Information Security Management', 'IT SOX', 'IT Audit', 'Sarbanes-Oxley Act', 'Risk Management', 'Program Management', 'Information Technology', 'Consulting', 'ISO 27001', 'Information Security Management', 'Management', 'Strategy', 'Leadership']","['Head Of Information Security', 'Security Strategy Director', 'Security and Compliance Sr. Manager', 'Sr. Manager, Technology Audit (Cybersecurity-Focus)', 'Director, Cybersecurity Risk and Compliance', 'IT Advisory Senior Associate', 'Technical Consultant', 'Computer Programmer']","['Bachelor’s Degree, Management Information Systems, General', 'Management Information Systems']"
/in/jgao1238/,"['Java', 'Beekeeping', 'Python (Programming Language)', 'Photography', 'JavaScript', 'Angular', 'Beekeeping', 'Photography', 'Java', 'Python (Programming Language)', 'JavaScript', 'Angular']","['University of Maryland', 'University of Maryland', 'University of Maryland']","['Bachelors, Computer Science, Criminology and Criminal Justice']"
/in/srikumar-muralidharan/,"['C++', 'Python (Programming Language)', 'SolidWorks', 'Switchgear', 'C (Programming Language)', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Word', 'SAP ERP', 'Teamwork', 'Public Speaking', 'Leadership', 'Design Analysis', 'Switchgear', 'Design Analysis', 'C++', 'Python (Programming Language)', 'SolidWorks', 'C (Programming Language)', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Word', 'SAP ERP', 'Teamwork', 'Public Speaking', 'Leadership']","['Software Engineer', 'Graduate Teaching Assistant', 'Robotics Intern', 'Research and Development Support Specialist', 'Summer Research Intern']","['Master of Engineering - MEng, Mechatronics, Robotics, and Automation Engineering', 'Bachelor of Technology - BTech, Mechanical Engineering']"
/in/sabrina-manzoor-/,"['Event Planning', 'Microsoft Office', 'Photography', 'Team Leadership', 'Event Planning', 'Photography', 'Microsoft Office', 'Team Leadership']","['Family Programming Intern', 'CARE Peer Educator<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">', 'Social Media Coordinator', 'CoinsforCases<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">', 'CCPS Nutrition Curriculum', 'Vice President', 'Secretary', 'Project Intern', 'Babysitter', 'Administrative Assistant']","[""Bachelor's degree, Public Health/Community Nurse/Nursing""]"
/in/amy--zheng/,"['Java', 'Microsoft Office', 'C (Programming Language)', 'Python (Programming Language)', 'Java', 'Microsoft Office', 'C (Programming Language)', 'Python (Programming Language)']","['Software Engineer', 'Software Development Intern', 'Software Developer &amp; Lab Manager', 'Software Development Intern', 'Software Development Intern']","[""Bachelor's degree, Computer Science""]"
/in/arjun-patel-1024/,"['Engineering', 'MATLAB', 'Engineering', 'MATLAB']",['NaN'],"[""Bachelor's degree, Aerospace, Aeronautical and Astronautical Engineering"", 'High School Diploma']"
/in/kahadze/,"['Java', 'OCaml', 'C', 'Ruby', 'Rust (Programming Language)', 'Python (Programming Language)', 'OCaml', 'Java', 'C', 'Ruby', 'Rust (Programming Language)', 'Python (Programming Language)']","['Tutor', 'Junior Research Assistant']","[""Bachelor's degree, Computer Science"", 'High School Diploma']"
/in/zheng-cen/,"['Python (Programming Language)', 'R (Programming Language)', 'SQL', 'Tableau', 'MySQL', 'Microsoft Office', 'Databases', 'Pandas (Software)', 'Java', 'English', 'Mandarin', 'Python (Programming Language)', 'R (Programming Language)', 'SQL', 'Tableau', 'MySQL', 'Microsoft Office', 'Databases', 'Pandas (Software)', 'Java', 'English', 'Mandarin']",['Analyst'],"['Master of Science - MS, Information System', 'Bachelor of Science - BS, School of Data Science - Financial Statistics', ""Master's degree, Information System""]"
/in/camille-lorente-7b91a51a3/,"['Spanish', 'Emergency Situations', 'Fashion', 'Business', 'Lacrosse', 'Emergency Situations', 'Fashion', 'Business', 'Lacrosse', 'Spanish']","['Looney\'s Pub<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">', 'Looney\'s Pub<span class=""white-space-pre""> </span></span><span class=""visually-hidden"">']","['Bachelor of Science in Business, Business, Management, Marketing, and Related Support Services']"
